original coordinate,"ETRS89 Geodetic ( Degrees, Minutes, Seconds )","ETRS89 Geodetic ( Degrees, Decimal Minutes )","ETRS89 Geodetic ( Decimal Degrees )","ETRS89 XYZ","National Grid Eastings and Northings","National Grid KM Square"
"483680 361500","53, 8, 38.77955, W, 0, 45, 1.408173, 47.3121","53, 8.646326, W, 0, 45.02347, 47.3121","53.1441054305, -0.7503911592, 47.3121","3833559.3437, -50210.2171, 5080216.6416","483680 361500 -0 1","SK8361"
"483700 428700","53, 44, 52.736648, W, 0, 43, 56.096279, 46.8107","53, 44.878944, W, 0, 43.934938, 46.8107","53.7479824021, -0.7322489664, 46.8107","3779590.8468, -48306.3884, 5120244.2161","483700 428700 -0 1","SE8328"
"483960 410625","53, 35, 7.872804, W, 0, 43, 59.469057, 46.98","53, 35.131213, W, 0, 43.991151, 46.98","53.5855202235, -0.7331858491, 46.98","3794155.5203, -48554.5883, 5109531.1335","483960 410625 -0 1","SE8310"
"483965 210603","51, 47, 16.081829, W, 0, 47, 2.625937, 46.9118","51, 47.26803, W, 0, 47.043766, 46.9118","51.7878005079, -0.7840627602, 46.9118","3953197.6355, -54100.8181, 4988269.7423","483965 210603 -0 1","SP8310"
"484156 130905","51, 4, 16.7132, W, 0, 48, 0.755294, 45.789","51, 4.278553, W, 0, 48.012588, 45.789","51.0713092222, -0.8002098038, 45.789","4015499.5117, -56085.3006, 4938568.8498","484156 130905 -0 1","SU8430"
"484189 238029","52, 2, 3.46941, W, 0, 46, 26.852362, 47.2106","52, 2.057823, W, 0, 46.447539, 47.2106","52.0342970583, -0.7741256561, 47.2106","3931622.754, -53123.5509, 5005189.124","484189 238029 -0 1","SP8438"
"484446 146548","51, 12, 42.842145, W, 0, 47, 32.675989, 45.9442","51, 12.714036, W, 0, 47.5446, 45.9442","51.2119005959, -0.7924099968, 45.9442","4003328.7123, -55370.2208, 4948382.1229","484446 146548 -0 1","SU8446"
"485320 159875","51, 19, 53.687739, W, 0, 46, 36.205685, 46.0563","51, 19.894796, W, 0, 46.603428, 46.0563","51.3315799276, -0.7767238015, 46.0563","3992957.5509, -54133.3969, 4956712.3375","485320 159875 -0 1","SU8559"
"485590 186512","51, 34, 15.582051, W, 0, 45, 59.084499, 46.4645","51, 34.259701, W, 0, 45.984742, 46.4645","51.5709950142, -0.7664123608, 46.4645","3972137.3098, -53136.1427, 4973312.1437","485590 186512 -0 1","SU8586"
"485690 309030","52, 40, 20.036504, W, 0, 44, 2.978809, 47.6648","52, 40.333942, W, 0, 44.049647, 47.6648","52.6722323623, -0.7341607803, 47.6648","3875457.7662, -49660.9846, 5048546.9862","485690 309030 -0 1","SK8509"
"485890 104320","50, 49, 55.35144, W, 0, 46, 54.228642, 45.4108","50, 49.922524, W, 0, 46.903811, 45.4108","50.8320420668, -0.7817301783, 45.4108","4036187.1721, -55072.2085, 4921799.8599","485890 104320 -0 1","SU8504"
"486411 278038","52, 23, 36.844966, W, 0, 43, 53.569678, 47.3586","52, 23.614083, W, 0, 43.892828, 47.3586","52.3935680461, -0.7315471328, 47.3586","3900069.9683, -49798.4332, 5029683.634","486411 278038 -0 1","SP8678"
"486547 207750","51, 45, 42.342177, W, 0, 44, 50.451909, 46.8526","51, 45.705703, W, 0, 44.840865, 46.8526","51.7617617158, -0.7473477525, 46.8526","3955507.2392, -51597.2927, 4986477.0552","486547 207750 -0 1","SP8607"
"486656 150424","51, 14, 47.092803, W, 0, 45, 35.430718, 45.9475","51, 14.78488, W, 0, 45.590512, 45.9475","51.2464146675, -0.7598418662, 45.9475","4000366.0707, -53054.9345, 4950786.6418","486656 150424 -0 1","SU8650"
"486800 508120","54, 27, 39.836558, W, 0, 39, 44.988764, 47.3056","54, 27.663943, W, 0, 39.749813, 47.3056","54.4610657105, -0.6624968789, 47.3056","3715353.7867, -42961.6284, 5166780.6087","486800 508120 -0 1","NZ8608"
"486820 364390","53, 10, 10.470741, W, 0, 42, 9.639404, 47.2077","53, 10.174512, W, 0, 42.160657, 47.2077","53.1695752058, -0.7026776123, 47.2077","3831331.5161, -46989.9509, 5081916.219","486820 364390 -0 1","SK8664"
"486850 156010","51, 17, 47.771457, W, 0, 45, 20.548857, 45.9914","51, 17.796191, W, 0, 45.342481, 45.9914","51.2966031825, -0.7557080158, 45.9914","3996014.3523, -52708.8597, 4954280.0015","486850 156010 -0 1","SU8656"
"486859 233741","51, 59, 43.232468, W, 0, 44, 10.677964, 47.1119","51, 59.720541, W, 0, 44.177966, 47.1119","51.9953423523, -0.7362994344, 47.1119","3935072.8937, -50571.8131, 5002521.3883","486859 233741 -0 1","SP8633"
"486910 168969","51, 24, 47.126029, W, 0, 45, 6.07258, 46.1562","51, 24.785434, W, 0, 45.10121, 46.1562","51.4130905636, -0.7516868278, 46.1562","3985896.9618, -52295.6172, 4962373.5283","486910 168969 -0 1","SU8668"
"486935 193053","51, 37, 46.515217, W, 0, 44, 43.405874, 46.599","51, 37.775254, W, 0, 44.723431, 46.599","51.6295875603, -0.7453905204, 46.599","3967048.105, -51612.2987, 4977361.5097","486935 193053 -0 1","SU8693"
"487430 157717","51, 18, 42.695754, W, 0, 44, 49.106424, 46.0002","51, 18.711596, W, 0, 44.81844, 46.0002","51.3118599318, -0.7469740068, 46.0002","3994697.6872, -52082.4471, 4955341.1901","487430 157717 -0 1","SU8757"
"487573 160441","51, 20, 10.771419, W, 0, 44, 39.31668, 46.0331","51, 20.179524, W, 0, 44.655278, 46.0331","51.3363253942, -0.7442546332, 46.0331","3992575.3762, -51865.2488, 4957042.1777","487573 160441 -0 1","SU8760"
"487700 427910","53, 44, 24.818234, W, 0, 40, 18.604486, 46.6697","53, 44.413637, W, 0, 40.310075, 46.6697","53.7402272872, -0.6718345795, 46.6697","3780335.5823, -44329.2088, 5119733.6404","487700 427910 -0 1","SE8727"
"487725 156630","51, 18, 7.353923, W, 0, 44, 34.834273, 45.9847","51, 18.122565, W, 0, 44.580571, 45.9847","51.3020427564, -0.7430095202, 45.9847","3995553.6762, -51817.0949, 4954658.3854","487725 156630 -0 1","SU8756"
"488245 234292","52, 0, 0.276759, W, 0, 42, 57.514433, 47.08","52, 0.004613, W, 0, 42.958574, 47.08","52.0000768774, -0.7159762313, 47.08","3934675.4846, -49170.8254, 5002845.7112","488245 234292 -0 1","SP8834"
"488294 182334","51, 31, 58.876684, W, 0, 43, 42.435056, 46.3284","51, 31.981278, W, 0, 43.707251, 46.3284","51.533021301, -0.7284541823, 46.3284","3975480.1481, -50546.6757, 4970684.9516","488294 182334 -0 1","SU8882"
"488600 153725","51, 16, 32.851723, W, 0, 43, 52.252259, 45.9432","51, 16.547529, W, 0, 43.870871, 45.9432","51.2757921453, -0.731181183, 45.9432","3997842.9717, -51021.3191, 4952831.8902","488600 153725 -0 1","SU8853"
"488690 185060","51, 33, 26.871381, W, 0, 43, 19.417123, 46.3761","51, 33.447856, W, 0, 43.323619, 46.3761","51.5574642725, -0.7220603119, 46.3761","3973356.3136, -50076.1979, 4972376.2444","488690 185060 -0 1","SU8885"
"488725 180745","51, 31, 7.21122, W, 0, 43, 21.512334, 46.2895","51, 31.120187, W, 0, 43.358539, 46.2895","51.5186697833, -0.7226423149, 46.2895","3976735.1992, -50159.1835, 4969691.4925","488725 180745 -0 1","SU8880"
"488820 168370","51, 24, 26.678807, W, 0, 43, 27.765653, 46.1226","51, 24.444647, W, 0, 43.462761, 46.1226","51.4074107796, -0.7243793482, 46.1226","3986415.2982, -50402.1554, 4961979.3513","488820 168370 -0 1","SU8868"
"489030 509180","54, 28, 12.734016, W, 0, 37, 40.037123, 47.1872","54, 28.212234, W, 0, 37.667285, 47.1872","54.4702038934, -0.6277880896, 47.1872","3714551.3376, -40701.8533, 5167371.707","489030 509180 -0 1","NZ8909"
"489160 288690","52, 29, 19.917424, W, 0, 41, 17.956798, 47.4089","52, 29.331957, W, 0, 41.29928, 47.4089","52.4888659511, -0.6883213327, 47.4089","3891700.6402, -46755.0921, 5036147.8642","489160 288690 -0 1","SP8988"
"489200 375300","53, 16, 2.006187, W, 0, 39, 50.542359, 47.0646","53, 16.033436, W, 0, 39.842373, 47.0646","53.2672239409, -0.664039544, 47.0646","3822658.8388, -44305.3627, 5088423.1647","489200 375300 -0 1","SK8975"
"489273 153342","51, 16, 20.078204, W, 0, 43, 17.871535, 45.9292","51, 16.334637, W, 0, 43.297859, 45.9292","51.2722439454, -0.721630982, 45.9292","3998159.3523, -50358.8267, 4952584.9235","489273 153342 -0 1","SU8953"
"489300 201319","51, 42, 12.678527, W, 0, 42, 32.827581, 46.7209","51, 42.211309, W, 0, 42.547126, 46.7209","51.7035218129, -0.7091187725, 46.7209","3960627.9139, -49021.0455, 4982463.7119","489300 201319 -0 1","SP8901"
"489400 410800","53, 35, 10.301744, W, 0, 39, 3.543528, 46.8071","53, 35.171696, W, 0, 39.059059, 46.8071","53.5861949288, -0.6509843133, 46.8071","3794160.7462, -43110.4252, 5109575.5711","489400 410800 -0 1","SE8910"
"489456 187260","51, 34, 37.629839, W, 0, 42, 37.635909, 46.4106","51, 34.627164, W, 0, 42.627265, 46.4106","51.5771193996, -0.7104544193, 46.4106","3971653.5017, -49250.1093, 4973735.5929","489456 187260 -0 1","SU8987"
"489604 234787","52, 0, 15.512462, W, 0, 41, 45.803139, 47.0505","52, 0.258541, W, 0, 41.763386, 47.0505","52.0043090172, -0.6960564274, 47.0505","3934321.2636, -47798.3606, 5003135.5904","489604 234787 -0 1","SP8934"
"489800 510800","54, 29, 4.642416, W, 0, 36, 55.510771, 47.1207","54, 29.077374, W, 0, 36.92518, 47.1207","54.4846228934, -0.6154196587, 47.1207","3713253.7482, -39885.9612, 5168304.2232","489800 510800 -0 1","NZ8910"
"489802 132928","51, 5, 19.109172, W, 0, 43, 8.912569, 45.7371","51, 5.318486, W, 0, 43.148543, 45.7371","51.0886414366, -0.7191423803, 45.7371","4014074.7324, -50384.9128, 4939780.1844","489802 132928 -0 1","SU8932"
"489934 150834","51, 14, 58.535148, W, 0, 42, 46.033968, 45.8959","51, 14.975586, W, 0, 42.767233, 45.8959","51.2495930968, -0.7127872134, 45.8959","4000132.5135, -49766.1509, 4951007.9455","489934 150834 -0 1","SU8950"
"490330 268120","52, 18, 13.661775, W, 0, 40, 35.88261, 47.1964","52, 18.227696, W, 0, 40.598043, 47.1964","52.3037949376, -0.6766340582, 47.1964","3908024.3556, -46153.9286, 5023581.3844","490330 268120 -0 1","SP9068"
"491091 225024","51, 54, 58.729805, W, 0, 40, 37.13634, 46.9174","51, 54.97883, W, 0, 40.618939, 46.9174","51.9163138347, -0.6769823167, 46.9174","3942047.5704, -46579.7083, 4997102.2036","491091 225024 -0 1","SP9125"
"491391 163627","51, 21, 51.717018, W, 0, 41, 19.119163, 46.0186","51, 21.86195, W, 0, 41.318653, 46.0186","51.3643658384, -0.688644212, 46.0186","3990187.6105, -47960.8088, 4958990.5717","491391 163627 -0 1","SU9163"
"491400 335200","52, 54, 23.372704, W, 0, 38, 32.802254, 47.3936","52, 54.389545, W, 0, 38.546704, 47.3936","52.9064924179, -0.6424450707, 47.3936","3854771.4861, -43224.5229, 5064312.0243","491400 335200 -0 1","SK9135"
"491580 181340","51, 31, 24.826894, W, 0, 40, 52.868636, 46.2502","51, 31.413782, W, 0, 40.881144, 46.2502","51.5235630262, -0.6813523989, 46.2502","3976344.1288, -47288.2881, 4970030.2126","491580 181340 -0 1","SU9181"
"492200 168300","51, 24, 22.471773, W, 0, 40, 32.936507, 46.0696","51, 24.37453, W, 0, 40.548942, 46.0696","51.4062421592, -0.6758156963, 46.0696","3986558.1675, -47024.4677, 4961898.2071","492200 168300 -0 1","SU9268"
"492232 218549","51, 51, 28.529634, W, 0, 39, 43.654706, 46.8247","51, 51.475494, W, 0, 39.727578, 46.8247","51.8579248983, -0.6621263072, 46.8247","3947170.6999, -45616.6568, 4993092.2817","492232 218549 -0 1","SP9218"
"492458 236380","52, 1, 5.376762, W, 0, 39, 14.623886, 46.9879","52, 1.089613, W, 0, 39.243731, 46.9879","52.0181602116, -0.6540621907, 46.9879","3933140.6124, -44900.8695, 5004084.1604","492458 236380 -0 1","SP9236"
"493100 150326","51, 14, 40.266828, W, 0, 40, 3.248225, 45.8404","51, 14.671114, W, 0, 40.054137, 45.8404","51.2445185634, -0.6675689513, 45.8404","4000610.7532, -46614.3301, 4950654.5075","493100 150326 -0 1","SU9350"
"493400 399600","53, 29, 5.496397, W, 0, 35, 38.098041, 46.7865","53, 29.091607, W, 0, 35.634967, 46.7865","53.4848601103, -0.5939161226, 46.7865","3803271.5801, -39425.3335, 5102872.603","493400 399600 -0 1","SK9399"
"493415 99389","50, 47, 11.569837, W, 0, 40, 34.166541, 45.269","50, 47.192831, W, 0, 40.569442, 45.269","50.786547177, -0.6761573725, 45.269","4040204.0219, -47681.3578, 4918601.6243","493415 99389 -0 1","SZ9399"
"493615 367350","53, 11, 42.089756, W, 0, 36, 0.703522, 47.0386","53, 11.701496, W, 0, 36.011725, 47.0386","53.1950249324, -0.6001954228, 47.0386","3829142.0611, -40113.2095, 5083613.4067","493615 367350 -0 1","SK9367"
"493870 426555","53, 43, 37.124625, W, 0, 34, 43.426856, 46.4781","53, 43.618744, W, 0, 34.723781, 46.4781","53.7269790626, -0.5787296823, 46.4781","3781591.3356, -38198.164, 5118861.2367","493870 426555 -0 1","SE9326"
"493944 236751","52, 1, 16.483874, W, 0, 37, 56.324966, 46.9514","52, 1.274731, W, 0, 37.938749, 46.9514","52.0212455205, -0.6323124906, 46.9514","3932886.7725, -43404.8444, 5004295.3938","493944 236751 -0 1","SP9336"
"494004 191144","51, 36, 40.65239, W, 0, 38, 37.690189, 46.4285","51, 36.67754, W, 0, 38.62817, 46.4285","51.6112923305, -0.6438028303, 46.4285","3968728.8674, -44596.416, 4976097.5713","494004 191144 -0 1","SU9491"
"494008 181378","51, 31, 24.623175, W, 0, 38, 46.882118, 46.2111","51, 31.410386, W, 0, 38.781369, 46.2111","51.5235064374, -0.6463561439, 46.2111","3976377.175, -44859.5843, 4970026.2647","494008 181378 -0 1","SU9481"
"494850 137970","51, 7, 59.361877, W, 0, 38, 44.745139, 45.6875","51, 7.989365, W, 0, 38.745752, 45.6875","51.1331560769, -0.6457625387, 45.6875","4010281.4926, -45200.5233, 4942889.2784","494850 137970 -0 1","SU9437"
"495087 212241","51, 48, 2.690701, W, 0, 37, 20.69425, 46.7235","51, 48.044845, W, 0, 37.344904, 46.7235","51.8007474169, -0.6224150693, 46.7235","3952202.5264, -42935.2249, 4989160.5422","495087 212241 -0 1","SP9512"
"495200 156954","51, 18, 13.516112, W, 0, 38, 8.63116, 45.8677","51, 18.225269, W, 0, 38.143853, 45.8677","51.3037544754, -0.6357308777, 45.8677","3995495, -44334.2216, 4954777.356","495200 156954 -0 1","SU9556"
"495206 166764","51, 23, 30.980053, W, 0, 37, 58.88219, 45.9999","51, 23.516334, W, 0, 37.98137, 45.9999","51.3919389035, -0.6330228307, 45.9999","3987835.7013, -44060.7281, 4960905.3325","495206 166764 -0 1","SU9566"
"495406 141335","51, 9, 47.928156, W, 0, 38, 12.941835, 45.7117","51, 9.798803, W, 0, 38.215697, 45.7117","51.1633133767, -0.6369282874, 45.7117","4007675.7678, -44553.1458, 4944993.9503","495406 141335 -0 1","SU9541"
"495897 104367","50, 49, 51.223816, W, 0, 38, 22.771151, 45.2761","50, 49.85373, W, 0, 38.379519, 45.2761","50.8308955044, -0.6396586529, 45.2761","4036410.119, -45064.9586, 4921719.1942","495897 104367 -0 1","SU9504"
"496379 198188","51, 40, 27.149575, W, 0, 36, 27.265746, 46.5226","51, 40.452493, W, 0, 36.454429, 46.5226","51.6742082152, -0.6075738184, 46.5226","3963267.4593, -42028.7118, 4980441.6516","496379 198188 -0 1","SU9698"
"496500 191030","51, 36, 35.444734, W, 0, 36, 28.075071, 46.3806","51, 36.590746, W, 0, 36.467918, 46.3806","51.6098457593, -0.6077986309, 46.3806","3968882.2222, -42103.8284, 4975997.5855","496500 191030 -0 1","SU9691"
"496525 237375","52, 1, 35.081526, W, 0, 35, 40.324843, 46.889","52, 1.584692, W, 0, 35.672081, 46.889","52.0264115351, -0.5945346786, 46.889","3932461.4147, -40806.9952, 5004649.0479","496525 237375 -0 1","SP9637"
"496590 176950","51, 28, 59.764039, W, 0, 36, 37.308323, 46.1005","51, 28.996067, W, 0, 36.621805, 46.1005","51.4832677885, -0.6103634231, 46.1005","3979908.1263, -42398.9736, 4967239.4496","496590 176950 -0 1","SU9676"
"496622 143946","51, 11, 11.691925, W, 0, 37, 7.832656, 45.7179","51, 11.194865, W, 0, 37.130544, 45.7179","51.1865810902, -0.6188424046, 45.7179","4005673.0766, -43266.3065, 4946616.8571","496622 143946 -0 1","SU9643"
"496852 177220","51, 29, 8.339862, W, 0, 36, 23.463024, 46.0998","51, 29.138998, W, 0, 36.39105, 46.0998","51.4856499617, -0.6065175067, 46.0998","3979703.5994, -42129.6313, 4967404.4945","496852 177220 -0 1","SU9677"
"497571 370888","53, 13, 33.98624, W, 0, 32, 23.720239, 46.9191","53, 13.566437, W, 0, 32.395337, 46.9191","53.2261072888, -0.5399222885, 46.9191","3826411.929, -36058.9603, 5085684.9354","497571 370888 -0 1","SK9770"
"497600 145140","51, 11, 49.733595, W, 0, 36, 16.303057, 45.7142","51, 11.828893, W, 0, 36.271718, 45.7142","51.1971482209, -0.6045286271, 45.7142","4004767.7067, -42255.932, 4947353.6337","497600 145140 -0 1","SU9745"
"497839 180157","51, 30, 42.768888, W, 0, 35, 29.375259, 46.1309","51, 30.712815, W, 0, 35.489588, 46.1309","51.5118802466, -0.5914931274, 46.1309","3977430.7695, -41062.4755, 4969221.2806","497839 180157 -0 1","SU9780"
"497897 166062","51, 23, 6.615352, W, 0, 35, 40.383315, 45.9434","51, 23.110256, W, 0, 35.673055, 45.9434","51.3851709311, -0.5945509208, 45.9434","3988452.6967, -41389.1453, 4960435.4013","497897 166062 -0 1","SU9766"
"498400 344375","52, 59, 15.748236, W, 0, 32, 8.223904, 47.1065","52, 59.262471, W, 0, 32.137065, 47.1065","52.9877078434, -0.5356177511, 47.1065","3847632.3595, -35969.8436, 5069757.7499","498400 344375 -0 1","SK9844"
"498570 425560","53, 43, 1.819587, W, 0, 30, 28.207986, 46.3373","53, 43.030326, W, 0, 30.470133, 46.3373","53.7171721074, -0.5078355516, 46.3373","3782515.5228, -33526.8353, 5118215.2678","498570 425560 -0 1","SE9825"
"498740 176970","51, 28, 59.076065, W, 0, 34, 45.85772, 46.0671","51, 28.984601, W, 0, 34.764295, 46.0671","51.4830766846, -0.5794049222, 46.0671","3979947.0688, -40248.6806, 4967226.1827","498740 176970 -0 1","SU9876"
"498936 239106","52, 2, 29.563171, W, 0, 33, 32.062221, 46.8354","52, 2.49272, W, 0, 33.53437, 46.8354","52.0415453254, -0.5589061726, 46.8354","3931158.499, -38348.6962, 5005684.9426","498936 239106 -0 1","SP9839"
"498938 155385","51, 17, 20.447005, W, 0, 34, 57.211138, 45.7882","51, 17.340783, W, 0, 34.953519, 45.7882","51.289013057, -0.5825586496, 45.7882","3996814.1895, -40639.2746, 4953751.7822","498938 155385 -0 1","SU9855"
"499200 149600","51, 14, 13.072003, W, 0, 34, 49.455589, 45.736","51, 14.217867, W, 0, 34.82426, 45.736","51.2369644453, -0.5804043303, 45.736","4001332.2877, -40534.7488, 4950128.2794","499200 149600 -0 1","SU9949"
"499336 208139","51, 45, 47.301616, W, 0, 33, 43.163947, 46.5865","51, 45.78836, W, 0, 33.719399, 46.5865","51.7631393379, -0.5619899853, 46.5865","3955532.9102, -38799.3879, 4986571.7142","499336 208139 -0 1","SP9908"
"499647 197573","51, 40, 5.198792, W, 0, 33, 37.815407, 46.4439","51, 40.086647, W, 0, 33.630257, 46.4439","51.6681107756, -0.5605042796, 46.4439","3963832.7655, -38778.0064, 4980020.8559","499647 197573 -0 1","SU9997"
"500115 167955","51, 24, 6.480506, W, 0, 33, 43.757702, 45.9291","51, 24.108008, W, 0, 33.729295, 45.9291","51.4018001404, -0.5621549173, 45.9291","3987029.7549, -39119.8152, 4961589.8","500115 167955 -0 1","TQ0067"
"500160 175575","51, 28, 13.035366, W, 0, 33, 33.683002, 46.0255","51, 28.217256, W, 0, 33.561383, 46.0255","51.4702876016, -0.5593563895, 46.0255","3981074.0347, -38866.9107, 4966339.9271","500160 175575 -0 1","TQ0075"
"500184 188785","51, 35, 20.485366, W, 0, 33, 18.92004, 46.2686","51, 35.341423, W, 0, 33.315334, 46.2686","51.5890237128, -0.5552555668, 46.2686","3970734.5564, -38481.7435, 4974558.484","500184 188785 -0 1","TQ0088"
"500200 147100","51, 12, 51.543786, W, 0, 34, 0.417316, 45.6946","51, 12.859063, W, 0, 34.006955, 45.6946","51.2143177182, -0.5667825878, 45.6946","4003305.9575, -39602.8843, 4948550.382","500200 147100 -0 1","TQ0047"
"500215 104280","50, 49, 45.776657, W, 0, 34, 42.194182, 45.2214","50, 49.762944, W, 0, 34.703236, 45.2214","50.8293824048, -0.5783872727, 45.2214","4036586.461, -40749.7649, 4921612.8335","500215 104280 -0 1","TQ0004"
"500264 150030","51, 14, 26.319096, W, 0, 33, 54.172386, 45.7249","51, 14.438652, W, 0, 33.902873, 45.7249","51.2406441935, -0.565047885, 45.7249","4001023.7935, -39459.1599, 4950384.577","500264 150030 -0 1","TQ0050"
"500400 406900","53, 32, 56.992133, W, 0, 29, 10.060282, 46.4893","53, 32.949869, W, 0, 29.167671, 46.4893","53.5491644813, -0.4861278561, 46.4893","3797584.6868, -32221.5007, 5107127.7249","500400 406900 -0 1","TA0006"
"500660 158695","51, 19, 6.478924, W, 0, 33, 24.985357, 45.7984","51, 19.107982, W, 0, 33.416423, 45.7984","51.3184663679, -0.5569403769, 45.7984","3994274.6206, -38827.3429, 4955800.4339","500660 158695 -0 1","TQ0058"
"500707 240510","52, 3, 13.844627, W, 0, 31, 57.650748, 46.794","52, 3.230744, W, 0, 31.960846, 46.794","52.0538457297, -0.5326807632, 46.794","3930096.4457, -36539.2898, 5006526.6397","500707 240510 -0 1","TL0040"
"501143 171073","51, 25, 46.721463, W, 0, 32, 47.376999, 45.9502","51, 25.778691, W, 0, 32.789617, 45.9502","51.4296448509, -0.5464936108, 45.9502","3984618.8044, -38006.8964, 4963521.8809","501143 171073 -0 1","TQ0171"
"501300 179800","51, 30, 29.024131, W, 0, 32, 30.254994, 46.0751","51, 30.483736, W, 0, 32.50425, 46.0751","51.5080622586, -0.5417374982, 46.0751","3977797.3649, -37611.6047, 4968956.8599","501300 179800 -0 1","TQ0179"
"501400 174200","51, 27, 27.745819, W, 0, 32, 30.851904, 45.9871","51, 27.46243, W, 0, 32.514198, 45.9871","51.4577071718, -0.5419033065, 45.9871","3982180.4641, -37664.5737, 4965467.892","501400 174200 -0 1","TQ0174"
"501496 242222","52, 4, 8.720381, W, 0, 31, 14.41221, 46.7782","52, 4.14534, W, 0, 31.240204, 46.7782","52.0690889946, -0.5206700583, 46.7782","3928766.3937, -35703.2814, 5007569.4212","501496 242222 -0 1","TL0142"
